Greedy, UCT, KthBestPick, Random,,,Greedy,UCT,KthBestPick,Random
695,675,691,557,,,67,85,83,61
778,760,740,590,,,83,85,49,33
861,827,825,651,,,83,67,85,61
910,910,910,684,,,49,83,85,33
995,964,977,733,,,85,54,67,49
1080,978,1038,767,,,85,14,61,34
1094,1063,1099,801,,,14,85,61,34
1155,1148,1166,884,,,61,85,67,83
1216,1162,1251,918,,,61,14,85,34
1283,1223,1336,1001,,,67,61,85,83
1366,1284,1370,1049,,,83,61,34,48
1449,1318,1431,1097,,,83,34,61,48
1483,1401,1492,1145,,,34,83,61,48
1544,1484,1526,1193,,,61,83,34,48
1605,1518,1609,1241,,,61,34,83,48
1639,1579,1692,1289,,,34,61,83,48
Starting Round 9,,,,,,,,,
83,45,96,59,,,83,45,96,59
166,141,141,118,,,83,96,45,59
262,224,186,177,,,96,83,45,59
307,307,282,236,,,45,83,96,59
352,403,365,295,,,45,96,83,59
448,448,448,354,,,96,45,83,59
531,493,507,407,,,83,45,59,53
614,552,552,460,,,83,59,45,53
673,635,597,513,,,59,83,45,53
718,718,656,566,,,45,83,59,53
763,777,739,619,,,45,59,83,53
822,822,822,672,,,59,45,83,53
905,909,881,680,,,83,87,59,8
988,968,977,725,,,83,59,96,45
1047,1051,1064,733,,,59,83,87,8
1143,1134,1143,738,,,96,83,79,5
1239,1193,1226,783,,,96,59,83,45
1298,1289,1309,828,,,59,96,83,45
1343,1369,1368,864,,,45,80,59,36
1388,1428,1448,900,,,45,59,80,36
1447,1473,1528,936,,,59,45,80,36
1527,1518,1587,972,,,80,45,59,36
1607,1577,1632,1008,,,80,59,45,36
1666,1657,1677,1044,,,59,80,45,36
Starting Round 10,,,,,,,,,
79,85,80,64,,,79,85,80,64
158,165,165,128,,,79,80,85,64
238,244,250,192,,,80,79,85,64
323,323,330,256,,,85,79,80,64
408,403,409,320,,,85,80,79,64
488,488,488,384,,,80,85,79,64
567,573,552,464,,,79,85,64,80
646,637,637,544,,,79,64,85,80
679,716,722,602,,,33,79,85,58
764,795,755,660,,,85,79,33,58
849,828,834,718,,,85,33,79,58
882,913,913,776,,,33,85,79,58
961,999,946,844,,,79,86,33,68
1040,1063,1026,929,,,79,64,80,85
1073,1142,1112,997,,,33,79,86,68
1153,1221,1176,1082,,,80,79,64,85
1239,1285,1255,1143,,,86,64,79,61
1272,1371,1334,1211,,,33,86,79,68
1357,1451,1341,1240,,,85,80,7,29
1442,1458,1421,1269,,,85,7,80,29
1449,1543,1479,1305,,,7,85,58,36
1529,1628,1486,1334,,,80,85,7,29
1609,1635,1571,1363,,,80,7,85,29
1616,1715,1656,1392,,,7,80,85,29
Starting Round 11,,,,,,,,,
97,19,75,32,,,97,19,75,32
194,94,94,64,,,97,75,19,32
269,191,113,96,,,75,97,19,32
288,288,188,128,,,19,97,75,32
307,363,285,160,,,19,75,97,32
382,382,382,192,,,75,19,97,32
479,401,466,243,,,97,19,84,51
576,433,485,318,,,97,32,19,75
660,530,504,369,,,84,97,19,51
679,627,588,420,,,19,97,84,51
698,659,685,495,,,19,32,97,75
782,678,782,546,,,84,19,97,51
879,753,814,565,,,97,75,32,19
976,768,889,578,,,97,15,75,13
1008,865,964,597,,,32,97,75,19
1083,962,979,610,,,75,97,15,13
1134,977,1076,619,,,51,15,97,9
1166,1052,1173,638,,,32,75,97,19
1194,1127,1205,673,,,28,75,32,35
1213,1159,1280,770,,,19,32,75,97
1245,1178,1355,867,,,32,19,75,97
1320,1197,1387,964,,,75,19,32,97
1395,1229,1406,1061,,,75,32,19,97
1427,1304,1425,1158,,,32,75,19,97
Starting Round 12,,,,,,,,,
81,82,89,87,,,81,82,89,87
162,171,171,174,,,81,89,82,87
251,252,253,261,,,89,81,82,87
333,333,342,348,,,82,81,89,87
415,422,423,435,,,82,89,81,87
504,504,504,522,,,89,82,81,87
585,586,522,606,,,81,82,18,84
666,673,604,695,,,81,87,82,89
753,754,686,784,,,87,81,82,89
835,835,704,868,,,82,81,18,84
917,922,785,957,,,82,87,81,89
935,1004,866,1041,,,18,82,81,84
1016,1088,948,1109,,,81,84,82,68
1097,1170,1037,1122,,,81,82,89,13
1184,1251,1126,1204,,,87,81,89,82
1268,1332,1208,1272,,,84,81,82,68
1357,1414,1289,1285,,,89,82,81,13
1444,1503,1370,1367,,,87,89,81,82
1526,1599,1457,1394,,,82,96,87,27
1608,1686,1553,1421,,,82,87,96,27
1695,1768,1649,1448,,,87,82,96,27
1791,1850,1736,1475,,,96,82,87,27
1880,1937,1818,1556,,,89,87,82,81
1967,2026,1900,1637,,,87,89,82,81
Starting Round 13,,,,,,,,,
97,83,74,55,,,97,83,74,55
194,157,157,110,,,97,74,83,55
268,254,240,165,,,74,97,83,55
351,351,314,220,,,83,97,74,55
434,425,411,275,,,83,74,97,55
508,508,508,330,,,74,83,97,55
605,591,563,404,,,97,83,55,74
702,635,646,476,,,97,44,83,72
746,732,729,548,,,44,97,83,72
829,829,773,620,,,83,97,44,72
912,873,870,692,,,83,44,97,72
967,956,967,766,,,55,83,97,74
1064,1031,1011,779,,,97,75,44,13
1161,1086,1086,804,,,97,55,75,25
1216,1183,1161,829,,,55,97,75,25
1291,1280,1205,842,,,75,97,44,13
1366,1324,1302,855,,,75,44,97,13
1410,1399,1399,868,,,44,75,97,13
1444,1473,1454,917,,,34,74,55,49
1478,1528,1528,966,,,34,55,74,49
1533,1562,1602,1015,,,55,34,74,49
1607,1645,1657,1112,,,74,83,55,97
1681,1700,1740,1209,,,74,55,83,97
1736,1774,1774,1258,,,55,74,34,49
Starting Round 14,,,,,,,,,
98,70,45,38,,,98,70,45,38
196,115,115,76,,,98,45,70,38
241,213,185,114,,,45,98,70,38
311,311,230,152,,,70,98,45,38
381,356,328,190,,,70,45,98,38
426,426,426,228,,,45,70,98,38
524,496,464,273,,,98,70,38,45
622,534,534,318,,,98,38,70,45
652,632,604,347,,,30,98,70,29
722,730,642,392,,,70,98,38,45
792,768,740,437,,,70,38,98,45
830,838,838,482,,,38,70,98,45
928,885,876,534,,,98,47,38,52
1026,923,923,586,,,98,38,47,52
1064,1021,968,656,,,38,98,45,70
1111,1119,1006,708,,,47,98,38,52
1158,1149,1104,771,,,47,30,98,63
1188,1196,1202,834,,,30,47,98,63
1258,1241,1240,932,,,70,45,38,98
1328,1279,1285,1030,,,70,38,45,98
1341,1349,1330,1068,,,13,70,45,38
1386,1419,1343,1106,,,45,70,13,38
1431,1457,1413,1204,,,45,38,70,98
1469,1502,1483,1302,,,38,45,70,98
Starting Round 15,,,,,,,,,
59,68,20,91,,,59,68,20,91
118,88,88,182,,,59,20,68,91
138,147,156,273,,,20,59,68,91
206,206,176,364,,,68,59,20,91
274,226,235,455,,,68,20,59,91
294,294,294,546,,,20,68,59,91
353,362,363,549,,,59,68,69,3
412,453,431,569,,,59,91,68,20
481,512,499,572,,,69,59,68,3
549,571,568,575,,,68,59,69,3
617,662,627,595,,,68,91,59,20
708,730,686,615,,,91,68,59,20
767,783,777,650,,,59,53,91,35
826,874,797,718,,,59,91,20,68
895,933,850,766,,,69,59,53,48
915,992,941,834,,,20,59,91,68
935,1083,1000,902,,,20,91,59,68
1004,1136,1059,950,,,69,53,59,48
1086,1189,1128,1001,,,82,53,69,51
1168,1258,1181,1052,,,82,69,53,51
1237,1340,1234,1103,,,69,82,53,51
1290,1422,1303,1154,,,53,82,69,51
1343,1491,1385,1205,,,53,69,82,51
1412,1544,1467,1256,,,69,53,82,51
Starting Round 16,,,,,,,,,
97,57,79,9,,,97,57,79,9
194,136,136,18,,,97,79,57,9
273,233,193,27,,,79,97,57,9
330,330,272,36,,,57,97,79,9
387,409,369,45,,,57,79,97,9
466,466,466,54,,,79,57,97,9
563,523,511,132,,,97,57,45,78
660,568,568,210,,,97,45,57,78
705,665,625,288,,,45,97,57,78
762,762,670,366,,,57,97,45,78
819,807,767,444,,,57,45,97,78
828,864,864,523,,,9,57,97,79
925,943,873,580,,,97,79,9,57
1022,1028,951,602,,,97,85,78,22
1107,1125,1029,624,,,85,97,78,22
1185,1222,1114,646,,,78,97,85,22
1263,1307,1211,668,,,78,85,97,22
1348,1386,1308,699,,,85,79,97,31
1383,1465,1317,749,,,35,79,9,50
1440,1494,1395,749,,,57,29,78,0
1469,1551,1473,749,,,29,57,78,0
1547,1608,1502,749,,,78,57,29,0
1626,1637,1559,770,,,79,29,57,21
1655,1716,1616,791,,,29,79,57,21
Starting Round 17,,,,,,,,,
97,27,98,83,,,97,27,98,83
194,125,125,166,,,97,98,27,83
292,222,152,249,,,98,97,27,83
319,319,250,332,,,27,97,98,83
346,417,347,415,,,27,98,97,83
444,444,444,498,,,98,27,97,83
541,471,527,596,,,97,27,83,98
638,554,554,694,,,97,83,27,98
721,651,581,792,,,83,97,27,98
748,748,664,890,,,27,97,83,98
775,831,761,988,,,27,83,97,98
843,858,858,1083,,,68,27,97,95
940,956,883,1091,,,97,98,25,8
1037,981,978,1112,,,97,25,95,21
1062,1078,1076,1120,,,25,97,98,8
1157,1175,1101,1141,,,95,97,25,21
1255,1258,1198,1168,,,98,83,97,27
1280,1356,1295,1176,,,25,98,97,8
1301,1451,1311,1221,,,21,95,16,45
1322,1467,1406,1266,,,21,16,95,45
1338,1488,1501,1311,,,16,21,95,45
1433,1509,1517,1356,,,95,21,16,45
1528,1525,1538,1401,,,95,16,21,45
1544,1620,1559,1446,,,16,95,21,45
Starting Round 18,,,,,,,,,
89,35,80,59,,,89,35,80,59
178,115,115,118,,,89,80,35,59
258,204,150,177,,,80,89,35,59
293,293,230,236,,,35,89,80,59
328,373,319,295,,,35,80,89,59
408,408,408,354,,,80,35,89,59
497,443,467,434,,,89,35,59,80
586,507,502,490,,,89,64,35,56
645,596,537,570,,,59,89,35,80
680,685,596,650,,,35,89,59,80
715,749,685,706,,,35,64,89,56
774,784,774,786,,,59,35,89,80
863,864,784,803,,,89,80,10,17
952,923,864,838,,,89,59,80,35
962,1012,920,869,,,10,89,56,31
1018,1101,930,900,,,56,89,10,31
1098,1160,1019,935,,,80,59,89,35
1157,1240,1108,970,,,59,80,89,35
1192,1320,1167,1059,,,35,80,59,89
1227,1379,1247,1148,,,35,59,80,89
1286,1414,1327,1237,,,59,35,80,89
1366,1449,1386,1326,,,80,35,59,89
1446,1508,1421,1415,,,80,59,35,89
1505,1588,1456,1504,,,59,80,35,89
Starting Round 19,,,,,,,,,
99,99,75,3,,,99,99,75,3
198,174,174,6,,,99,75,99,3
273,273,273,9,,,75,99,99,3
372,372,348,12,,,99,99,75,3
471,447,447,15,,,99,75,99,3
546,546,546,18,,,75,99,99,3
645,645,580,19,,,99,99,34,1
744,679,679,20,,,99,34,99,1
778,778,778,21,,,34,99,99,1
877,877,812,22,,,99,99,34,1
976,911,911,23,,,99,34,99,1
1010,1010,1010,24,,,34,99,99,1
1109,1085,1039,61,,,99,75,29,37
1208,1088,1059,113,,,99,3,20,52
1211,1187,1079,165,,,3,99,20,52
1286,1286,1108,202,,,75,99,29,37
1361,1289,1207,301,,,75,3,99,99
1390,1364,1306,338,,,29,75,99,37
1489,1439,1309,437,,,99,75,3,99
1588,1442,1384,536,,,99,3,75,99
1591,1541,1459,635,,,3,99,75,99
1666,1640,1462,734,,,75,99,3,99
1741,1643,1561,833,,,75,3,99,99
1744,1718,1660,932,,,3,75,99,99
Starting Round 20,,,,,,,,,
83,70,45,90,,,83,70,45,90
166,115,115,180,,,83,45,70,90
211,198,185,270,,,45,83,70,90
281,281,230,360,,,70,83,45,90
351,326,313,450,,,70,45,83,90
396,396,396,540,,,45,70,83,90
479,466,486,585,,,83,70,90,45
562,543,556,616,,,83,77,70,31
652,626,626,661,,,90,83,70,45
722,709,716,706,,,70,83,90,45
792,786,799,737,,,70,77,83,31
882,856,882,782,,,90,70,83,45
965,935,959,796,,,83,79,77,14
1048,1012,1038,810,,,83,77,79,14
1125,1095,1117,824,,,77,83,79,14
1170,1178,1207,894,,,45,83,90,70
1249,1255,1290,908,,,79,77,83,14
1339,1300,1373,978,,,90,45,83,70
1430,1345,1463,1047,,,91,45,90,69
1521,1435,1508,1116,,,91,90,45,69
1611,1526,1553,1185,,,90,91,45,69
1656,1617,1643,1254,,,45,91,90,69
1701,1707,1734,1323,,,45,90,91,69
1791,1752,1825,1392,,,90,45,91,69
Starting Round 21,,,,,,,,,
62,94,70,70,,,62,94,70,70
124,164,164,140,,,62,70,94,70
159,226,258,153,,,35,62,94,13
253,288,293,166,,,94,62,35,13
347,323,355,179,,,94,35,62,13
382,417,417,192,,,35,94,62,13
444,511,420,227,,,62,94,3,35
506,514,514,262,,,62,3,94,35
509,576,608,297,,,3,62,94,35
603,638,678,367,,,94,62,70,70
697,651,740,402,,,94,13,62,35
767,745,802,403,,,70,94,62,1
829,815,817,466,,,62,70,15,63
891,830,887,529,,,62,15,70,63
906,892,922,602,,,15,62,35,73
941,954,937,675,,,35,62,15,73
976,969,999,699,,,35,15,62,24
989,1004,1061,793,,,13,35,62,94
1062,1039,1074,836,,,73,35,13,43
1135,1052,1109,879,,,73,13,35,43
1148,1146,1179,934,,,13,94,70,55
1218,1240,1192,989,,,70,94,13,55
1288,1310,1286,1051,,,70,70,94,62
1358,1380,1380,1113,,,70,70,94,62
Starting Round 22,,,,,,,,,
78,95,65,11,,,78,95,65,11
156,160,160,22,,,78,65,95,11
221,238,255,33,,,65,78,95,11
316,316,320,44,,,95,78,65,11
411,381,398,55,,,95,65,78,11
476,476,476,66,,,65,95,78,11
554,571,483,73,,,78,95,7,7
632,578,578,80,,,78,7,95,7
639,656,673,87,,,7,78,95,7
734,734,680,94,,,95,78,7,7
829,741,758,101,,,95,7,78,7
836,836,836,108,,,7,95,78,7
914,858,847,168,,,78,22,11,60
992,869,869,228,,,78,11,22,60
1003,947,934,323,,,11,78,65,95
1025,1025,945,383,,,22,78,11,60
1090,1036,1023,478,,,65,11,78,95
1101,1101,1101,573,,,11,65,78,95
1196,1166,1112,651,,,95,65,11,78
1291,1177,1177,729,,,95,11,65,78
1298,1272,1259,786,,,7,95,82,57
1363,1367,1270,864,,,65,95,11,78
1428,1378,1365,942,,,65,11,95,78
1439,1443,1460,1020,,,11,65,95,78
Starting Round 23,,,,,,,,,
52,38,39,83,,,52,38,39,83
104,77,77,166,,,52,39,38,83
143,129,115,249,,,39,52,38,83
181,181,154,332,,,38,52,39,83
219,220,206,415,,,38,39,52,83
258,258,258,498,,,39,38,52,83
310,296,335,500,,,52,38,77,2
362,373,373,502,,,52,77,38,2
439,425,411,504,,,77,52,38,2
477,477,488,506,,,38,52,77,2
515,554,540,508,,,38,77,52,2
592,592,592,510,,,77,38,52,2
644,631,675,548,,,52,39,83,38
696,660,714,548,,,52,29,39,0
779,712,753,586,,,83,52,39,38
801,764,836,622,,,22,52,83,36
823,847,888,658,,,22,83,52,36
906,886,940,696,,,83,39,52,38
947,908,1023,744,,,41,22,83,48
988,991,1045,792,,,41,83,22,48
1071,1029,1084,844,,,83,38,39,52
1110,1067,1167,896,,,39,38,83,52
1149,1150,1205,948,,,39,83,38,52
1232,1189,1243,1000,,,83,39,38,52
Starting Round 24,,,,,,,,,
98,77,72,45,,,98,77,72,45
196,149,149,90,,,98,72,77,45
268,247,226,135,,,72,98,77,45
345,345,298,180,,,77,98,72,45
422,417,396,225,,,77,72,98,45
494,494,494,270,,,72,77,98,45
592,571,539,342,,,98,77,45,72
690,614,616,353,,,98,43,77,11
735,712,693,425,,,45,98,77,72
812,810,738,497,,,77,98,45,72
889,853,836,508,,,77,43,98,11
934,930,934,580,,,45,77,98,72
1032,1002,984,604,,,98,72,50,24
1130,1052,1056,628,,,98,50,72,24
1175,1150,1128,705,,,45,98,72,77
1247,1248,1178,729,,,72,98,50,24
1258,1298,1276,771,,,11,50,98,42
1308,1309,1374,813,,,50,11,98,42
1385,1381,1419,911,,,77,72,45,98
1427,1426,1468,936,,,42,45,49,25
1472,1468,1517,961,,,45,42,49,25
1544,1545,1562,1059,,,72,77,45,98
1616,1590,1639,1157,,,72,45,77,98
1661,1639,1681,1182,,,45,49,42,25
Starting Round 25,,,,,,,,,
