Greedy, UCT, KthBestPick, Random,,,Greedy,UCT,KthBestPick,Random
12707,12586,12848,7663,,,833,601,743,425
13360,13410,13568,8222,,,653,824,720,559
14163,14195,14264,8583,,,803,785,696,361
15011,14840,14988,9040,,,848,645,724,457
15661,15655,15804,9466,,,650,815,816,426
16518,16465,16431,9911,,,857,810,627,445
17291,17151,17203,10368,,,773,686,772,457
17938,17940,17999,10786,,,647,789,796,418
Starting Round 6,,,,,,,,,
711,773,855,499,,,711,773,855,499
1473,1595,1675,1050,,,762,822,820,551
2329,2311,2483,1653,,,856,716,808,603
3063,3056,3331,2211,,,734,745,848,558
3839,3914,4086,2746,,,776,858,755,535
4605,4690,4790,3188,,,766,776,704,442
5391,5414,5564,3759,,,786,724,774,571
6146,6149,6350,4370,,,755,735,786,611
6903,6891,7149,4941,,,757,742,799,571
7707,7664,7905,5534,,,804,773,756,593
8478,8400,8730,6132,,,771,736,825,598
9298,9181,9490,6704,,,820,781,760,572
10113,10024,10231,7156,,,815,843,741,452
10923,10749,11084,7521,,,810,725,853,365
11668,11553,11950,8098,,,745,804,866,577
12489,12351,12793,8626,,,821,798,843,528
13290,13110,13624,9184,,,801,759,831,558
14041,13963,14365,9663,,,751,853,741,479
14851,14802,15108,10097,,,810,839,743,434
15703,15544,15969,10465,,,852,742,861,368
16429,16396,16812,10860,,,726,852,843,395
17225,17212,17550,11298,,,796,816,738,438
18045,17978,18375,11732,,,820,766,825,434
18798,18806,19212,11999,,,753,828,837,267
Starting Round 7,,,,,,,,,
798,731,747,469,,,798,731,747,469
1607,1512,1527,885,,,809,781,780,416
2391,2312,2266,1305,,,784,800,739,420
3124,3106,3067,1775,,,733,794,801,470
3851,3866,3905,2264,,,727,760,838,489
4631,4551,4735,2747,,,780,685,830,483
5400,5256,5436,3361,,,769,705,701,614
6178,6074,6139,3820,,,778,818,703,459
6849,6810,6872,4423,,,671,736,733,603
7533,7571,7653,4970,,,684,761,781,547
8211,8317,8381,5484,,,678,746,728,514
8880,9000,9166,5896,,,669,683,785,412
9665,9760,9933,6431,,,785,760,767,535
10480,10493,10694,6821,,,815,733,761,390
11220,11285,11466,7155,,,740,792,772,334
11997,12084,12233,7681,,,777,799,767,526
12698,12830,13086,8132,,,701,746,853,451
13453,13623,13838,8504,,,755,793,752,372
14182,14357,14562,9028,,,729,734,724,524
14872,15054,15357,9494,,,690,697,795,466
15585,15793,16125,9948,,,713,739,768,454
16414,16514,16893,10439,,,829,721,768,491
17202,17232,17600,10984,,,788,718,707,545
17934,18007,18310,11397,,,732,775,710,413
Starting Round 8,,,,,,,,,
766,843,815,642,,,766,843,815,642
1562,1651,1644,1200,,,796,808,829,558
2399,2384,2457,1832,,,837,733,813,632
3227,3091,3314,2390,,,828,707,857,558
4014,3945,4053,2636,,,787,854,739,246
4833,4730,4870,3073,,,819,785,817,437
5627,5520,5636,3622,,,794,790,766,549
6421,6316,6434,4171,,,794,796,798,549
7188,7088,7243,4778,,,767,772,809,607
7959,7884,8073,5255,,,771,796,830,477
8724,8720,8836,5850,,,765,836,763,595
9529,9481,9593,6471,,,805,761,757,621
10327,10284,10313,6963,,,798,803,720,492
11125,11048,11135,7401,,,798,764,822,438
11914,11820,12014,7879,,,789,772,879,478
12737,12598,12853,8424,,,823,778,839,545
13504,13411,13634,8820,,,767,813,781,396
14299,14209,14393,9454,,,795,798,759,634
15102,14975,15164,9957,,,803,766,771,503
15863,15738,15937,10375,,,761,763,773,418
16560,16550,16762,10759,,,697,812,825,384
17334,17405,17504,11213,,,774,855,742,454
18083,18165,18284,11660,,,749,760,780,447
18801,18931,18968,12139,,,718,766,684,479
Starting Round 9,,,,,,,,,
752,840,753,568,,,752,840,753,568
1515,1574,1559,1110,,,763,734,806,542
2271,2329,2258,1478,,,756,755,699,368
3100,3054,3084,1933,,,829,725,826,455
3927,3829,3846,2392,,,827,775,762,459
4721,4623,4608,2741,,,794,794,762,349
5440,5496,5347,3169,,,719,873,739,428
6169,6214,6172,3563,,,729,718,825,394
6898,6955,7000,4055,,,729,741,828,492
7760,7623,7699,4481,,,862,668,699,426
8584,8324,8424,5004,,,824,701,725,523
9265,9172,9151,5391,,,681,848,727,387
9995,9916,9893,6008,,,730,744,742,617
10711,10610,10708,6436,,,716,694,815,428
11397,11308,11474,6877,,,686,698,766,441
12150,12014,12190,7204,,,753,706,716,327
12931,12726,12966,7780,,,781,712,776,576
13595,13530,13738,8185,,,664,804,772,405
14408,14304,14457,8555,,,813,774,719,370
15186,15046,15306,8998,,,778,742,849,443
15900,15868,16085,9412,,,714,822,779,414
16713,16666,16755,9884,,,813,798,670,472
17447,17369,17649,10293,,,734,703,894,409
18123,18158,18517,10740,,,676,789,868,447
Starting Round 10,,,,,,,,,
732,796,741,679,,,732,796,741,679
1452,1524,1563,1255,,,720,728,822,576
2159,2250,2357,1754,,,707,726,794,499
2933,2971,3080,2340,,,774,721,723,586
3700,3671,3832,2934,,,767,700,752,594
4390,4446,4574,3490,,,690,775,742,556
5095,5235,5401,3934,,,705,789,827,444
5795,6017,6210,4310,,,700,782,809,376
6553,6747,7014,4763,,,758,730,804,453
7319,7456,7744,5327,,,766,709,730,564
8083,8187,8498,5826,,,764,731,754,499
8842,8933,9215,6330,,,759,746,717,504
9561,9618,9966,6779,,,719,685,751,449
10233,10411,10759,7408,,,672,793,793,629
11021,11103,11450,7880,,,788,692,691,472
11767,11829,12183,8315,,,746,726,733,435
12505,12614,12931,8783,,,738,785,748,468
13248,13347,13662,9359,,,743,733,731,576
14028,14013,14406,9740,,,780,666,744,381
14831,14744,15179,10135,,,803,731,773,395
15576,15517,15857,10565,,,745,773,678,430
16337,16259,16636,11062,,,761,742,779,497
17059,17022,17437,11466,,,722,763,801,404
17858,17720,18263,11888,,,799,698,826,422
Starting Round 11,,,,,,,,,
784,743,840,583,,,784,743,840,583
1548,1542,1613,1084,,,764,799,773,501
2337,2278,2394,1628,,,789,736,781,544
3082,3102,3209,1993,,,745,824,815,365
3836,3885,4026,2503,,,754,783,817,510
4656,4631,4831,2975,,,820,746,805,472
5484,5379,5518,3470,,,828,748,687,495
6308,6129,6240,3959,,,824,750,722,489
7050,6961,7000,4331,,,742,832,760,372
7775,7773,7665,4614,,,725,812,665,283
8556,8515,8536,5084,,,781,742,871,470
9315,9219,9366,5693,,,759,704,830,609
10116,9973,10128,6124,,,801,754,762,431
10875,10757,10924,6584,,,759,784,796,460
11579,11544,11773,7066,,,704,787,849,482
12381,12352,12536,7462,,,802,808,763,396
13180,13124,13333,7869,,,799,772,797,407
13913,13855,14139,8396,,,733,731,806,527
14693,14654,14892,8782,,,780,799,753,386
15471,15324,15673,9177,,,778,670,781,395
16245,16058,16476,9750,,,774,734,803,573
16993,16829,17237,10286,,,748,771,761,536
17736,17551,18006,10790,,,743,722,769,504
18458,18277,18759,11239,,,722,726,753,449
Starting Round 12,,,,,,,,,
718,771,708,589,,,718,771,708,589
1426,1454,1506,1238,,,708,683,798,649
2085,2186,2314,1780,,,659,732,808,542
2858,2927,3014,2222,,,773,741,700,442
3664,3670,3778,2848,,,806,743,764,626
4338,4447,4548,3590,,,674,777,770,742
5037,5256,5310,3967,,,699,809,762,377
5731,6057,6107,4610,,,694,801,797,643
6500,6768,6945,5138,,,769,711,838,528
7324,7484,7697,5578,,,824,716,752,440
8121,8284,8413,6210,,,797,800,716,632
8892,9078,9173,6636,,,771,794,760,426
9575,9859,9934,7191,,,683,781,761,555
10240,10629,10665,7694,,,665,770,731,503
11050,11351,11341,8177,,,810,722,676,483
11759,12058,12152,8668,,,709,707,811,491
12494,12899,12870,9139,,,735,841,718,471
13293,13604,13620,9645,,,799,705,750,506
14090,14327,14461,10082,,,797,723,841,437
14885,15182,15243,10459,,,795,855,782,377
15713,15986,16001,10806,,,828,804,758,347
16487,16795,16766,11196,,,774,809,765,390
17198,17635,17618,11536,,,711,840,852,340
18010,18339,18462,11956,,,812,704,844,420
Starting Round 13,,,,,,,,,
768,739,778,330,,,768,739,778,330
1573,1471,1589,679,,,805,732,811,349
2268,2330,2346,1093,,,695,859,757,414
3033,3145,3124,1427,,,765,815,778,334
3800,3878,3900,1716,,,767,733,776,289
4530,4637,4740,2004,,,730,759,840,288
5314,5349,5510,2500,,,784,712,770,496
6094,5999,6236,2940,,,780,650,726,440
6784,6812,6981,3299,,,690,813,745,359
7492,7650,7735,3599,,,708,838,754,300
8245,8316,8509,4023,,,753,666,774,424
8922,9079,9304,4368,,,677,763,795,345
9731,9787,10020,4906,,,809,708,716,538
10457,10466,10783,5475,,,726,679,763,569
11117,11294,11529,5991,,,660,828,746,516
11825,12086,12223,6624,,,708,792,694,633
12543,12739,13111,7154,,,718,653,888,530
13204,13445,13947,7667,,,661,706,836,513
13880,14215,14669,7979,,,676,770,722,312
14601,14900,15424,8458,,,721,685,755,479
15301,15631,16189,8814,,,700,731,765,356
16052,16349,16946,9260,,,751,718,757,446
16750,17039,17745,9802,,,698,690,799,542
17474,17806,18511,10265,,,724,767,766,463
Starting Round 14,,,,,,,,,
756,852,773,566,,,756,852,773,566
1560,1564,1658,1013,,,804,712,885,447
2342,2335,2451,1550,,,782,771,793,537
3214,3061,3231,2173,,,872,726,780,623
4104,3786,4063,2735,,,890,725,832,562
4762,4685,4861,3274,,,658,899,798,539
5571,5517,5700,3793,,,809,832,839,519
6341,6228,6582,4300,,,770,711,882,507
7087,7035,7381,4697,,,746,807,799,397
7925,7824,8187,5222,,,838,789,806,525
8813,8630,8911,5754,,,888,806,724,532
9556,9484,9736,6241,,,743,854,825,487
10311,10231,10521,6829,,,755,747,785,588
11108,10965,11264,7310,,,797,734,743,481
11847,11756,11985,7724,,,739,791,721,414
12575,12536,12753,8187,,,728,780,768,463
13293,13294,13530,8690,,,718,758,777,503
14013,14052,14297,9199,,,720,758,767,509
14876,14812,15149,9734,,,863,760,852,535
15738,15597,15903,10355,,,862,785,754,621
16515,16483,16709,10838,,,777,886,806,483
17241,17342,17544,11339,,,726,859,835,501
17945,18179,18403,11745,,,704,837,859,406
18737,18939,19277,12149,,,792,760,874,404
Starting Round 15,,,,,,,,,
800,743,787,446,,,800,743,787,446
1597,1442,1626,848,,,797,699,839,402
2336,2248,2443,1347,,,739,806,817,499
3077,3013,3200,1857,,,741,765,757,510
3861,3819,4044,2275,,,784,806,844,418
4566,4598,4843,2701,,,705,779,799,426
5342,5451,5515,3197,,,776,853,672,496
6118,6200,6307,3637,,,776,749,792,440
6800,6987,7136,4121,,,682,787,829,484
7614,7734,7854,4459,,,814,747,718,338
8434,8398,8598,4921,,,820,664,744,462
9069,9191,9415,5328,,,635,793,817,407
9884,9869,10102,5776,,,815,678,687,448
10645,10565,10846,6378,,,761,696,744,602
11371,11336,11596,6884,,,726,771,750,506
12147,12095,12291,7571,,,776,759,695,687
12873,12746,13121,8108,,,726,651,830,537
13600,13514,13927,8500,,,727,768,806,392
14365,14272,14701,9054,,,765,758,774,554
15141,14920,15528,9517,,,776,648,827,463
15832,15706,16302,10031,,,691,786,774,514
16607,16488,17051,10485,,,775,782,749,454
17337,17237,17839,10987,,,730,749,788,502
17955,18023,18594,11561,,,618,786,755,574
Starting Round 16,,,,,,,,,
810,800,845,471,,,810,800,845,471
1629,1563,1636,922,,,819,763,791,451
2425,2381,2433,1367,,,796,818,797,445
3201,3199,3234,1775,,,776,818,801,408
4032,4008,4101,2286,,,831,809,867,511
4810,4828,4914,2663,,,778,820,813,377
5624,5656,5710,3253,,,814,828,796,590
6456,6384,6579,3695,,,832,728,869,442
7185,7181,7448,4114,,,729,797,869,419
7964,7995,8232,4722,,,779,814,784,608
8756,8773,9042,5135,,,792,778,810,413
9503,9610,9873,5605,,,747,837,831,470
10250,10399,10606,6278,,,747,789,733,673
11048,11138,11436,6912,,,798,739,830,634
11781,11932,12257,7434,,,733,794,821,522
12568,12682,13034,8013,,,787,750,777,579
13269,13403,13858,8582,,,701,721,824,569
13953,14153,14651,9101,,,684,750,793,519
14742,14952,15390,9469,,,789,799,739,368
15546,15639,16169,9958,,,804,687,779,489
16290,16420,16923,10569,,,744,781,754,611
17006,17233,17700,11209,,,716,813,777,640
17772,18002,18563,11673,,,766,769,863,464
18530,18688,19423,12258,,,758,686,860,585
Starting Round 17,,,,,,,,,
657,820,787,548,,,657,820,787,548
1370,1599,1595,891,,,713,779,808,343
2093,2307,2463,1372,,,723,708,868,481
2854,3002,3293,1696,,,761,695,830,324
3628,3791,4040,2247,,,774,789,747,551
4406,4569,4714,2644,,,778,778,674,397
5113,5405,5466,3174,,,707,836,752,530
5809,6091,6271,3670,,,696,686,805,496
6487,6771,7068,4190,,,678,680,797,520
7303,7509,7712,4721,,,816,738,644,531
8132,8120,8448,5213,,,829,611,736,492
8836,8882,9180,5810,,,704,762,732,597
9568,9657,9748,6454,,,732,775,568,644
10311,10349,10526,6943,,,743,692,778,489
11007,11062,11329,7443,,,696,713,803,500
11804,11781,11962,8096,,,797,719,633,653
12575,12450,12677,8531,,,771,669,715,435
13201,13217,13419,9213,,,626,767,742,682
13964,14019,14080,9477,,,763,802,661,264
14757,14723,14841,9923,,,793,704,761,446
15435,15529,15585,10220,,,678,806,744,297
16176,16352,16262,10608,,,741,823,677,388
16922,16973,17105,11099,,,746,621,843,491
17566,17706,17931,11386,,,644,733,826,287
Starting Round 18,,,,,,,,,
890,788,708,378,,,890,788,708,378
1726,1536,1471,849,,,836,748,763,471
2461,2414,2163,1197,,,735,878,692,348
3202,3306,2940,1744,,,741,892,777,547
3960,4046,3686,2160,,,758,740,746,416
4730,4755,4583,2697,,,770,709,897,537
5603,5527,5361,3083,,,873,772,778,386
6493,6300,6076,3620,,,890,773,715,537
7237,7189,6840,4069,,,744,889,764,449
8046,8063,7569,4515,,,809,874,729,446
8870,8799,8456,4965,,,824,736,887,450
9580,9597,9363,5384,,,710,798,907,419
10421,10377,10132,5885,,,841,780,769,501
11311,11120,10825,6379,,,890,743,693,494
12057,11990,11586,6866,,,746,870,761,487
12738,12849,12371,7400,,,681,859,785,534
13367,13628,13194,7887,,,629,779,823,487
14116,14306,14036,8367,,,749,678,842,480
14874,14989,14837,8962,,,758,683,801,595
15672,15724,15576,9613,,,798,735,739,651
16415,16477,16289,10283,,,743,753,713,670
17144,17260,17038,10970,,,729,783,749,687
17775,17968,17844,11557,,,631,708,806,587
18527,18589,18651,12137,,,752,621,807,580
Starting Round 19,,,,,,,,,
862,793,772,463,,,862,793,772,463
1721,1573,1595,853,,,859,780,823,390
2444,2464,2442,1373,,,723,891,847,520
3254,3380,3210,1675,,,810,916,768,302
4071,4133,4142,2135,,,817,753,932,460
4840,4918,5027,2585,,,769,785,885,450
5666,5723,5795,3065,,,826,805,768,480
6528,6462,6600,3506,,,862,739,805,441
7223,7376,7388,4006,,,695,914,788,500
7987,8232,8187,4495,,,764,856,799,489
8767,8957,9088,5023,,,780,725,901,528
9522,9721,9980,5365,,,755,764,892,342
10424,10485,10744,5738,,,902,764,764,373
11300,11133,11520,6237,,,876,648,776,499
12014,11997,12285,6640,,,714,864,765,403
12792,12863,12996,7144,,,778,866,711,504
13541,13559,13877,7694,,,749,696,881,550
14267,14326,14786,8286,,,726,767,909,592
15068,15017,15556,8774,,,801,691,770,488
15864,15726,16249,9232,,,796,709,693,458
16618,16542,16920,9710,,,754,816,671,478
17336,17329,17687,10219,,,718,787,767,509
18057,18052,18522,10762,,,721,723,835,543
18791,18698,19342,11255,,,734,646,820,493
Starting Round 20,,,,,,,,,
803,833,796,524,,,803,833,796,524
1615,1594,1642,1012,,,812,761,846,488
2412,2433,2457,1463,,,797,839,815,451
3205,3254,3239,1912,,,793,821,782,449
4005,4058,4084,2387,,,800,804,845,475
4783,4816,4973,2764,,,778,758,889,377
5568,5655,5770,3226,,,785,839,797,462
6377,6377,6565,3964,,,809,722,795,738
7097,7257,7402,4455,,,720,880,837,491
7873,8107,8139,5088,,,776,850,737,633
8682,8877,8962,5482,,,809,770,823,394
9486,9681,9809,5867,,,804,804,847,385
10311,10467,10553,6428,,,825,786,744,561
11155,11193,11325,6891,,,844,726,772,463
11906,11969,12188,7404,,,751,776,863,513
12668,12806,12957,7790,,,762,837,769,386
13459,13572,13809,8297,,,791,766,852,507
14232,14321,14639,8724,,,773,749,830,427
15009,15050,15480,9202,,,777,729,841,478
15783,15878,16314,9623,,,774,828,834,421
16540,16659,17077,10017,,,757,781,763,394
17296,17469,17890,10383,,,756,810,813,366
18039,18227,18718,10787,,,743,758,828,404
18820,18944,19479,11269,,,781,717,761,482
Starting Round 21,,,,,,,,,
870,768,819,668,,,870,768,819,668
1723,1563,1598,1221,,,853,795,779,553
2564,2427,2379,1775,,,841,864,781,554
3352,3248,3195,2250,,,788,821,816,475
4107,4052,4084,2854,,,755,804,889,604
4906,4792,4896,3374,,,799,740,812,520
5767,5585,5732,3982,,,861,793,836,608
6613,6403,6511,4464,,,846,818,779,482
7408,7273,7278,4903,,,795,870,767,439
8152,8089,8152,5431,,,744,816,874,528
8968,8877,9033,5904,,,816,788,881,473
9768,9661,9888,6384,,,800,784,855,480
10622,10446,10682,6823,,,854,785,794,439
11440,11235,11520,7228,,,818,789,838,405
12163,12074,12367,7847,,,723,839,847,619
12910,12934,13215,8428,,,747,860,848,581
13719,13670,14068,8956,,,809,736,853,528
14502,14499,14897,9618,,,783,829,829,662
15263,15319,15622,10107,,,761,820,725,489
16072,16113,16466,10621,,,809,794,844,514
16909,16899,17305,11205,,,837,786,839,584
17683,17631,18101,11693,,,774,732,796,488
18462,18417,18949,12440,,,779,786,848,747
19300,19210,19737,13016,,,838,793,788,576
Starting Round 22,,,,,,,,,
772,749,687,560,,,772,749,687,560
1528,1554,1457,1094,,,756,805,770,534
2292,2340,2214,1589,,,764,786,757,495
3067,3119,3019,2032,,,775,779,805,443
3876,3830,3767,2533,,,809,711,748,501
4644,4615,4502,3030,,,768,785,735,497
5446,5362,5232,3599,,,802,747,730,569
6218,6109,6045,4080,,,772,747,813,481
6976,6837,6848,4508,,,758,728,803,428
7754,7616,7556,5146,,,778,779,708,638
8546,8306,8343,5762,,,792,690,787,616
9252,9096,9144,6318,,,706,790,801,556
10034,9880,9866,6789,,,782,784,722,471
10780,10624,10596,7282,,,746,744,730,493
11523,11379,11373,7832,,,743,755,777,550
12342,12158,12172,8371,,,819,779,799,539
13108,12880,12988,8843,,,766,722,816,472
13810,13676,13749,9358,,,702,796,761,515
14566,14414,14483,9836,,,756,738,734,478
15325,15132,15238,10317,,,759,718,755,481
16019,15925,15956,10925,,,694,793,718,608
16733,16688,16687,11436,,,714,763,731,511
17451,17319,17494,11957,,,718,631,807,521
18145,18052,18300,12497,,,694,733,806,540
Starting Round 23,,,,,,,,,
842,715,858,405,,,842,715,858,405
1706,1461,1514,983,,,864,746,656,578
2505,2299,2181,1300,,,799,838,667,317
3248,3122,2924,1691,,,743,823,743,391
3949,3947,3725,2079,,,701,825,801,388
4737,4683,4603,2473,,,788,736,878,394
5560,5395,5298,3061,,,823,712,695,588
6400,6050,6033,3547,,,840,655,735,486
7053,6900,6759,4021,,,653,850,726,474
7736,7751,7474,4629,,,683,851,715,608
8407,8460,8304,5231,,,671,709,830,602
9170,9140,9124,5852,,,763,680,820,621
10047,9954,9832,6250,,,877,814,708,398
10863,10647,10675,6727,,,816,693,843,477
11553,11472,11531,7126,,,690,825,856,399
12386,12349,12243,7459,,,833,877,712,333
13139,13059,13114,7770,,,753,710,871,311
13822,13789,13967,8259,,,683,730,853,489
14592,14583,14612,8981,,,770,794,645,722
15329,15268,15458,9557,,,737,685,846,576
16015,16069,16299,10162,,,686,801,841,605
16824,16855,16957,10716,,,809,786,658,554
17647,17523,17614,11293,,,823,668,657,577
18288,18369,18345,11902,,,641,846,731,609
Starting Round 24,,,,,,,,,
716,658,836,466,,,716,658,836,466
1486,1481,1544,733,,,770,823,708,267
2324,2222,2212,1200,,,838,741,668,467
3032,2953,3079,1516,,,708,731,867,316
3687,3775,3876,1951,,,655,822,797,435
4512,4453,4628,2450,,,825,678,752,499
5259,5102,5288,3058,,,747,649,660,608
5954,5743,5980,3599,,,695,641,692,541
6555,6471,6642,4188,,,601,728,662,589
7248,7217,7318,4754,,,693,746,676,566
7934,7830,8102,5251,,,686,613,784,497
8590,8524,8805,5722,,,656,694,703,471
9340,9371,9406,6167,,,750,847,601,445
10082,9976,10241,6661,,,742,605,835,494
10746,10738,11085,7020,,,664,762,844,359
11557,11484,11795,7460,,,811,746,710,440
12347,12166,12557,7939,,,790,682,762,479
13009,12985,13343,8333,,,662,819,786,394
13730,13767,14053,8694,,,721,782,710,361
14426,14371,14875,9119,,,696,604,822,425
15068,15072,15703,9603,,,642,701,828,484
15824,15818,16398,9966,,,756,746,695,363
16612,16487,17143,10360,,,788,669,745,394
17260,17306,17806,10882,,,648,819,663,522
Starting Round 25,,,,,,,,,
