Greedy, UCT, KthBestPick, Random,,,Greedy,UCT,KthBestPick,Random
7995,8028,8272,4324,,,611,506,595,306
8624,8604,8827,4701,,,629,576,555,377
9186,9204,9407,5083,,,562,600,580,382
9744,9810,10010,5483,,,558,606,603,400
10299,10347,10562,5906,,,555,537,552,423
10866,10867,11185,6146,,,567,520,623,240
11543,11405,11809,6539,,,677,538,624,393
12219,12012,12324,6991,,,676,607,515,452
12836,12683,12868,7448,,,617,671,544,457
13322,13370,13490,7834,,,486,687,622,386
13817,13977,14208,8304,,,495,607,718,470
14385,14487,14869,8721,,,568,510,661,417
Starting Round 9,,,,,,,,,
557,618,552,406,,,557,618,552,406
1113,1181,1144,725,,,556,563,592,319
1641,1778,1786,1092,,,528,597,642,367
2270,2377,2325,1475,,,629,599,539,383
2852,2925,2875,1903,,,582,548,550,428
3358,3540,3434,2422,,,506,615,559,519
3956,4137,4085,2786,,,598,597,651,364
4505,4786,4728,3154,,,549,649,643,368
5119,5403,5304,3579,,,614,617,576,425
5728,6024,5886,4012,,,609,621,582,433
6318,6628,6475,4364,,,590,604,589,352
6943,7216,7042,4729,,,625,588,567,365
7536,7768,7663,5083,,,593,552,621,354
8094,8393,8276,5504,,,558,625,613,421
8640,8963,8852,5907,,,546,570,576,403
9161,9526,9490,6262,,,521,563,638,355
9694,10106,10093,6709,,,533,580,603,447
10293,10670,10706,7112,,,599,564,613,403
10927,11211,11393,7461,,,634,541,687,349
11557,11848,11969,7939,,,630,637,576,478
12144,12476,12518,8293,,,587,628,549,354
12664,13110,13155,8561,,,520,634,637,268
13233,13699,13733,8994,,,569,589,578,433
13862,14273,14338,9357,,,629,574,605,363
Starting Round 10,,,,,,,,,
610,581,608,357,,,610,581,608,357
1232,1256,1188,686,,,622,675,580,329
1871,1888,1757,1022,,,639,632,569,336
2458,2496,2407,1508,,,587,608,650,486
2999,3194,3022,1880,,,541,698,615,372
3649,3767,3667,2277,,,650,573,645,397
4263,4325,4264,2635,,,614,558,597,358
4859,4841,4747,3090,,,596,516,483,455
5407,5402,5259,3527,,,548,561,512,437
5970,6016,5858,4016,,,563,614,599,489
6506,6537,6481,4347,,,536,521,623,331
7061,7110,7104,4758,,,555,573,623,411
7697,7776,7708,4985,,,636,666,604,227
8305,8343,8380,5385,,,608,567,672,400
8894,8979,9008,5685,,,589,636,628,300
9563,9607,9604,5914,,,669,628,596,229
10209,10219,10239,6186,,,646,612,635,272
10783,10897,10894,6439,,,574,678,655,253
11350,11611,11447,6910,,,567,714,553,471
11884,12173,12121,7337,,,534,562,674,427
12440,12739,12759,7745,,,556,566,638,408
13118,13331,13252,8068,,,678,592,493,323
13778,13908,13766,8496,,,660,577,514,428
14331,14630,14292,8948,,,553,722,526,452
Starting Round 11,,,,,,,,,
717,558,562,345,,,717,558,562,345
1462,1127,1134,695,,,745,569,572,350
2005,1834,1744,1007,,,543,707,610,312
2572,2508,2334,1351,,,567,674,590,344
3153,3084,3075,1721,,,581,576,741,370
3738,3663,3793,2105,,,585,579,718,384
4430,4234,4352,2391,,,692,571,559,286
5091,4809,4977,2693,,,661,575,625,302
5648,5491,5600,3089,,,557,682,623,396
6249,6212,6163,3444,,,601,721,563,355
6821,6777,6889,3805,,,572,565,726,361
7393,7350,7640,4227,,,572,573,751,422
8108,7873,8254,4685,,,715,523,614,458
8795,8438,8826,5038,,,687,565,572,353
9360,9180,9387,5497,,,565,742,561,459
9912,9858,9964,5948,,,552,678,577,451
10439,10420,10715,6379,,,527,562,751,431
10993,10967,11386,6785,,,554,547,671,406
11601,11468,11955,7058,,,608,501,569,273
12169,11978,12498,7532,,,568,510,543,474
12678,12589,12968,7864,,,509,611,470,332
13164,13184,13533,8323,,,486,595,565,459
13726,13717,14103,8837,,,562,533,570,514
14265,14252,14615,9278,,,539,535,512,441
Starting Round 12,,,,,,,,,
570,666,635,483,,,570,666,635,483
1186,1318,1339,906,,,616,652,704,423
1825,1880,1985,1294,,,639,562,646,388
2499,2417,2606,1698,,,674,537,621,404
3159,3042,3189,2110,,,660,625,583,412
3803,3716,3721,2521,,,644,674,532,411
4417,4404,4301,2974,,,614,688,580,453
5042,4981,4947,3385,,,625,577,646,411
5615,5585,5669,3968,,,573,604,722,583
6270,6221,6194,4401,,,655,636,525,433
6935,6804,6812,4833,,,665,583,618,432
7499,7492,7405,5295,,,564,688,593,462
8102,8123,7991,5815,,,603,631,586,520
8726,8619,8617,6232,,,624,496,626,417
9235,9264,9277,6531,,,509,645,660,299
9866,9888,9793,6930,,,631,624,516,399
10510,10458,10456,7476,,,644,570,663,546
11062,11093,11052,7949,,,552,635,596,473
11737,11749,11633,8311,,,675,656,581,362
12437,12303,12273,8776,,,700,554,640,465
12977,12996,12862,9232,,,540,693,589,456
13616,13709,13408,9677,,,639,713,546,445
14281,14271,14091,10055,,,665,562,683,378
14822,14936,14801,10324,,,541,665,710,269
Starting Round 13,,,,,,,,,
569,678,642,279,,,569,678,642,279
1193,1300,1341,621,,,624,622,699,342
1795,1925,2005,1053,,,602,625,664,432
2423,2545,2625,1414,,,628,620,620,361
3122,3144,3286,1760,,,699,599,661,346
3735,3791,3911,2026,,,613,647,625,266
4376,4435,4535,2347,,,641,644,624,321
5035,5058,5224,2709,,,659,623,689,362
5606,5686,5916,3012,,,571,628,692,303
6244,6269,6571,3320,,,638,583,655,308
6887,6898,7157,3514,,,643,629,586,194
7468,7582,7798,3890,,,581,684,641,376
8107,8188,8397,4171,,,639,606,599,281
8737,8781,9048,4622,,,630,593,651,451
9359,9430,9645,5001,,,622,649,597,379
9929,10059,10270,5398,,,570,629,625,397
10526,10655,10822,5851,,,597,596,552,453
11074,11202,11440,6230,,,548,547,618,379
11657,11763,12042,6578,,,583,561,602,348
12259,12374,12628,6956,,,602,611,586,378
12817,13035,13205,7391,,,558,661,577,435
13419,13687,13826,7798,,,602,652,621,407
14003,14300,14500,8287,,,584,613,674,489
14603,14902,15134,8657,,,600,602,634,370
Starting Round 14,,,,,,,,,
583,662,632,246,,,583,662,632,246
1149,1326,1322,637,,,566,664,690,391
1770,1966,1990,1067,,,621,640,668,430
2425,2595,2670,1462,,,655,629,680,395
3075,3268,3298,1816,,,650,673,628,354
3748,3903,3879,2171,,,673,635,581,355
4400,4595,4524,2527,,,652,692,645,356
5001,5263,5181,3008,,,601,668,657,481
5619,5867,5857,3500,,,618,604,676,492
6288,6471,6498,3866,,,669,604,641,366
6952,7124,7059,4208,,,664,653,561,342
7580,7815,7728,4630,,,628,691,669,422
8121,8483,8433,5049,,,541,668,705,419
8722,9172,9107,5532,,,601,689,674,483
9361,9803,9753,6032,,,639,631,646,500
9996,10460,10323,6461,,,635,657,570,429
10634,11058,10883,6932,,,638,598,560,471
11264,11739,11472,7291,,,630,681,589,359
11938,12358,12036,7714,,,674,619,564,423
12605,12991,12634,8101,,,667,633,598,387
13170,13656,13329,8460,,,565,665,695,359
13796,14341,14008,8863,,,626,685,679,403
14431,14921,14693,9206,,,635,580,685,343
14998,15521,15397,9531,,,567,600,704,325
Starting Round 15,,,,,,,,,
524,671,614,357,,,524,671,614,357
1134,1244,1269,779,,,610,573,655,422
1666,1817,1949,1241,,,532,573,680,462
2326,2428,2464,1588,,,660,611,515,347
2989,2972,3103,2051,,,663,544,639,463
3501,3655,3702,2472,,,512,683,599,421
4134,4335,4280,2766,,,633,680,578,294
4732,4988,4934,3141,,,598,653,654,375
5273,5584,5617,3497,,,541,596,683,356
5917,6213,6159,3834,,,644,629,542,337
6553,6818,6772,4259,,,636,605,613,425
7153,7452,7429,4572,,,600,634,657,313
7729,7996,8089,4998,,,576,544,660,426
8274,8628,8655,5516,,,545,632,566,518
8881,9207,9234,6064,,,607,579,579,548
9401,9791,9844,6582,,,520,584,610,518
9915,10408,10441,7062,,,514,617,597,480
10550,10904,11078,7449,,,635,496,637,387
11161,11468,11678,7837,,,611,564,600,388
11793,12030,12281,8266,,,632,562,603,429
12366,12689,12905,8650,,,573,659,624,384
12933,13326,13493,8935,,,567,637,588,285
13514,13885,14170,9302,,,581,559,677,367
14090,14481,14812,9668,,,576,596,642,366
Starting Round 16,,,,,,,,,
661,639,603,350,,,661,639,603,350
1311,1251,1267,679,,,650,612,664,329
1897,1866,1896,977,,,586,615,629,298
2530,2547,2510,1287,,,633,681,614,310
3184,3142,3212,1720,,,654,595,702,433
3767,3725,3912,2035,,,583,583,700,315
4467,4344,4520,2488,,,700,619,608,453
5124,4920,5165,2871,,,657,576,645,383
5686,5594,5849,3268,,,562,674,684,397
6313,6275,6445,3674,,,627,681,596,406
6865,6861,7092,3999,,,552,586,647,325
7471,7444,7766,4338,,,606,583,674,339
8138,8014,8347,4682,,,667,570,581,344
8820,8581,8936,5055,,,682,567,589,373
9454,9282,9525,5373,,,634,701,589,318
10063,9955,10180,5715,,,609,673,655,342
10701,10526,10861,6030,,,638,571,681,315
11289,11178,11549,6326,,,588,652,688,296
11919,11737,12144,6802,,,630,559,595,476
12603,12276,12758,7353,,,684,539,614,551
13188,12920,13345,7917,,,585,644,587,564
13744,13554,13980,8512,,,556,634,635,595
14327,14107,14639,8884,,,583,553,659,372
14882,14701,15260,9413,,,555,594,621,529
Starting Round 17,,,,,,,,,
637,641,613,440,,,637,641,613,440
1291,1320,1188,753,,,654,679,575,313
1965,1923,1752,1077,,,674,603,564,324
2542,2559,2434,1550,,,577,636,682,473
3105,3238,3107,1941,,,563,679,673,391
3741,3867,3736,2204,,,636,629,629,263
4398,4499,4218,2528,,,657,632,482,324
5017,5098,4826,2810,,,619,599,608,282
5532,5751,5401,3169,,,515,653,575,359
6067,6412,5993,3681,,,535,661,592,512
6611,6988,6669,4118,,,544,576,676,437
7172,7538,7334,4455,,,561,550,665,337
7845,8143,7898,4825,,,673,605,564,370
8513,8705,8537,5215,,,668,562,639,390
9088,9358,9197,5571,,,575,653,660,356
9708,10010,9734,5887,,,620,652,537,316
10311,10557,10402,6239,,,603,547,668,352
10875,11135,11062,6608,,,564,578,660,369
11459,11752,11626,6981,,,584,617,564,373
12022,12264,12281,7494,,,563,512,655,513
12544,12888,12845,8021,,,522,624,564,527
13166,13527,13399,8490,,,622,639,554,469
13792,14086,14068,8950,,,626,559,669,460
14348,14721,14680,9402,,,556,635,612,452
Starting Round 18,,,,,,,,,
577,558,698,341,,,577,558,698,341
1100,1208,1281,669,,,523,650,583,328
1785,1785,1844,995,,,685,577,563,326
2368,2346,2507,1291,,,583,561,663,296
2926,2970,3078,1485,,,558,624,571,194
3541,3467,3702,1964,,,615,497,624,479
4092,4047,4193,2300,,,551,580,491,336
4651,4629,4750,2678,,,559,582,557,378
5224,5171,5303,3145,,,573,542,553,467
5789,5732,5879,3515,,,565,561,576,370
6350,6340,6505,3972,,,561,608,626,457
6977,6842,7145,4432,,,627,502,640,460
7544,7491,7723,4842,,,567,649,578,410
8089,8086,8363,5301,,,545,595,640,459
8665,8696,9035,5609,,,576,610,672,308
9325,9278,9647,5888,,,660,582,612,279
9956,9867,10221,6187,,,631,589,574,299
10541,10550,10837,6550,,,585,683,616,363
11077,11212,11413,6759,,,536,662,576,209
11606,11780,12109,7061,,,529,568,696,302
12255,12382,12752,7404,,,649,602,643,343
12920,12929,13378,7696,,,665,547,626,292
13581,13495,13939,8039,,,661,566,561,343
14132,14146,14505,8526,,,551,651,566,487
Starting Round 19,,,,,,,,,
626,693,572,347,,,626,693,572,347
1217,1250,1263,744,,,591,557,691,397
1819,1898,1945,1039,,,602,648,682,295
2498,2521,2523,1415,,,679,623,578,376
3163,3152,3145,1768,,,665,631,622,353
3799,3839,3759,2153,,,636,687,614,385
4416,4465,4268,2454,,,617,626,509,301
5010,5018,4952,2900,,,594,553,684,446
5547,5654,5660,3345,,,537,636,708,445
6186,6271,6252,3872,,,639,617,592,527
6822,6899,6892,4246,,,636,628,640,374
7361,7552,7543,4676,,,539,653,651,430
7940,8185,8117,5124,,,579,633,574,448
8581,8726,8685,5618,,,641,541,568,494
9127,9319,9340,6124,,,546,593,655,506
9754,9921,9917,6657,,,627,602,577,533
10372,10435,10576,7119,,,618,514,659,462
10917,11069,11149,7694,,,545,634,573,575
11565,11723,11726,8133,,,648,654,577,439
12233,12279,12355,8385,,,668,556,629,252
12786,12978,12977,8809,,,553,699,622,424
13382,13644,13557,9045,,,596,666,580,236
13963,14252,14272,9431,,,581,608,715,386
14575,14846,14955,9773,,,612,594,683,342
Starting Round 20,,,,,,,,,
551,602,608,297,,,551,602,608,297
1155,1171,1235,600,,,604,569,627,303
1720,1775,1889,963,,,565,604,654,363
2345,2352,2474,1431,,,625,577,585,468
2954,2957,3042,1812,,,609,605,568,381
3548,3549,3661,2301,,,594,592,619,489
4181,4145,4234,2600,,,633,596,573,299
4790,4735,4877,2849,,,609,590,643,249
5345,5366,5484,3224,,,555,631,607,375
5941,5997,6079,3626,,,596,631,595,402
6562,6628,6637,3976,,,621,631,558,350
7168,7216,7221,4285,,,606,588,584,309
7776,7815,7820,4716,,,608,599,599,431
8376,8411,8490,5085,,,600,596,670,369
8971,8988,9100,5432,,,595,577,610,347
9564,9592,9695,5748,,,593,604,595,316
10135,10232,10307,6177,,,571,640,612,429
10789,10859,10968,6579,,,654,627,661,402
11399,11477,11623,6977,,,610,618,655,398
12036,12065,12268,7317,,,637,588,645,340
12582,12682,12867,7624,,,546,617,599,307
13182,13261,13363,7923,,,600,579,496,299
13779,13916,13995,8341,,,597,655,632,418
14403,14561,14580,8722,,,624,645,585,381
Starting Round 21,,,,,,,,,
640,671,656,446,,,640,671,656,446
1308,1232,1307,813,,,668,561,651,367
1926,1875,1969,1221,,,618,643,662,408
2625,2551,2612,1515,,,699,676,643,294
3324,3170,3308,1872,,,699,619,696,357
3978,3849,3947,2282,,,654,679,639,410
4644,4590,4479,2526,,,666,741,532,244
5283,5203,5191,2909,,,639,613,712,383
5895,5835,5924,3222,,,612,632,733,313
6585,6504,6490,3583,,,690,669,566,361
7265,7100,7119,3981,,,680,596,629,398
7840,7805,7779,4428,,,575,705,660,447
8493,8459,8417,4946,,,653,654,638,518
9112,9100,9076,5342,,,619,641,659,396
9688,9740,9706,5729,,,576,640,630,387
10351,10381,10281,6076,,,663,641,575,347
11042,10964,10943,6482,,,691,583,662,406
11667,11615,11584,6849,,,625,651,641,367
12325,12273,12150,7287,,,658,658,566,438
12996,12799,12812,7601,,,671,526,662,314
13572,13493,13442,7993,,,576,694,630,392
14195,14184,14039,8459,,,623,691,597,466
14784,14805,14745,8966,,,589,621,706,507
15386,15380,15398,9418,,,602,575,653,452
Starting Round 22,,,,,,,,,
616,700,702,413,,,616,700,702,413
1276,1399,1387,691,,,660,699,685,278
1975,2030,2081,1085,,,699,631,694,394
2679,2651,2791,1517,,,704,621,710,432
3384,3309,3436,1774,,,705,658,645,257
4001,4016,4094,2131,,,617,707,658,357
4645,4676,4655,2504,,,644,660,561,373
5309,5274,5350,2902,,,664,598,695,398
5887,5927,6029,3288,,,578,653,679,386
6579,6544,6548,3736,,,692,617,519,448
7256,7080,7157,4247,,,677,536,609,511
7803,7739,7828,4531,,,547,659,671,284
8449,8400,8389,4955,,,646,661,561,424
9076,8959,9007,5561,,,627,559,618,606
9652,9624,9661,6029,,,576,665,654,468
10295,10266,10266,6414,,,643,642,605,385
10976,10783,10911,6907,,,681,517,645,493
11536,11390,11564,7319,,,560,607,653,412
12232,12015,12107,7774,,,696,625,543,455
12913,12541,12799,8147,,,681,526,692,373
13403,13234,13440,8547,,,490,693,641,400
14101,13934,14001,8894,,,698,700,561,347
14748,14445,14647,9151,,,647,511,646,257
15326,15106,15306,9512,,,578,661,659,361
Starting Round 23,,,,,,,,,
668,592,612,292,,,668,592,612,292
1383,1148,1134,540,,,715,556,522,248
1995,1859,1704,808,,,612,711,570,268
2571,2543,2289,1150,,,576,684,585,342
3124,3071,2992,1468,,,553,528,703,318
3682,3648,3709,1783,,,558,577,717,315
4392,4238,4297,2123,,,710,590,588,340
5102,4834,4854,2574,,,710,596,557,451
5708,5487,5427,3001,,,606,653,573,427
6287,6172,6053,3442,,,579,685,626,441
6826,6788,6753,3716,,,539,616,700,274
7417,7366,7473,4016,,,591,578,720,300
8125,7911,8086,4357,,,708,545,613,341
8786,8464,8675,4708,,,661,553,589,351
9347,9168,9272,5062,,,561,704,597,354
9941,9877,9809,5458,,,594,709,537,396
10469,10415,10529,5927,,,528,538,720,469
11002,10939,11225,6283,,,533,524,696,356
11560,11535,11845,6722,,,558,596,620,439
12139,12112,12476,7271,,,579,577,631,549
12712,12679,13085,7706,,,573,567,609,435
13251,13217,13746,8153,,,539,538,661,447
13819,13810,14354,8573,,,568,593,608,420
14316,14422,14962,9119,,,497,612,608,546
Starting Round 24,,,,,,,,,
613,698,612,481,,,613,698,612,481
1264,1295,1257,944,,,651,597,645,463
1881,1931,1955,1394,,,617,636,698,450
2547,2536,2584,1917,,,666,605,629,523
3207,3107,3258,2365,,,660,571,674,448
3810,3766,3936,2842,,,603,659,678,477
4428,4457,4598,3256,,,618,691,662,414
5060,5122,5261,3630,,,632,665,663,374
5700,5741,5976,3995,,,640,619,715,365
6385,6355,6645,4360,,,685,614,669,365
7061,6961,7321,4764,,,676,606,676,404
7705,7653,7950,5131,,,644,692,629,367
8346,8254,8583,5589,,,641,601,633,458
8957,8887,9196,6008,,,611,633,613,419
9625,9545,9776,6479,,,668,658,580,471
10251,10182,10408,6918,,,626,637,632,439
10869,10838,11049,7329,,,618,656,641,411
11512,11444,11672,7835,,,643,606,623,506
12169,12051,12273,8120,,,657,607,601,285
12829,12740,12891,8479,,,660,689,618,359
13504,13404,13527,8911,,,675,664,636,432
14123,14087,14195,9315,,,619,683,668,404
14736,14766,14819,9853,,,613,679,624,538
15386,15387,15505,10312,,,650,621,686,459
Starting Round 25,,,,,,,,,
